"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 08:38:12 GMT 2025","Fri Jan 03 08:38:20 GMT 2025","7465","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_03 - Verify thath the system allows report generation.",""
"passed","Fri Jan 03 08:38:37 GMT 2025","Fri Jan 03 08:38:45 GMT 2025","8018","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_05 - Verify that the data types in the data table are valid.",""
"passed","Fri Jan 03 08:37:45 GMT 2025","Fri Jan 03 08:38:06 GMT 2025","21043","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","Second option",""
"passed","Fri Jan 03 08:38:14 GMT 2025","Fri Jan 03 08:38:21 GMT 2025","6875","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_04 - Verify that the system will not generate a report with invalid period.",""
"passed","Fri Jan 03 08:38:36 GMT 2025","Fri Jan 03 08:38:43 GMT 2025","7452","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_04 - Verify that the report counter matches the total number of records generated.",""
"passed","Fri Jan 03 08:38:04 GMT 2025","Fri Jan 03 08:38:14 GMT 2025","9686","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","Last option",""
"passed","Fri Jan 03 08:38:27 GMT 2025","Fri Jan 03 08:38:36 GMT 2025","9182","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_01 - Verify that the data table can be enlarged.",""
"passed","Fri Jan 03 08:38:21 GMT 2025","Fri Jan 03 08:38:28 GMT 2025","6729","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_06 - Verify that the section containing Generate button can expand.",""
"failed","Fri Jan 03 08:38:43 GMT 2025","Fri Jan 03 08:39:05 GMT 2025","21374","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_06 - Verify that the deleted value of Leave Type does not show in the data table.",""
"passed","Fri Jan 03 08:37:45 GMT 2025","Fri Jan 03 08:38:04 GMT 2025","19516","","SeleniumTestFramework.Tests.AccessToMyLeaveBalanceReportTest","","SeleniumTestFramework.Tests.AccessToMyLeaveBalanceReportTest","","TC_PAGE_01 - Verify that the user can access the Leave Entitlements and Usage Report page.",""
"passed","Fri Jan 03 08:38:20 GMT 2025","Fri Jan 03 08:38:27 GMT 2025","7231","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_05 - Verify that the section containing Generate button can collapse.",""
"passed","Fri Jan 03 08:38:06 GMT 2025","Fri Jan 03 08:38:12 GMT 2025","6392","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_02 - Verify thata the system validates the selected leave period.",""
"passed","Fri Jan 03 08:38:28 GMT 2025","Fri Jan 03 08:38:37 GMT 2025","9456","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_02 - Verify that the data table can be shrunk.",""
"passed","Fri Jan 03 08:38:45 GMT 2025","Fri Jan 03 08:39:00 GMT 2025","14767","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_07 - Verify that the new value of Leave Type shows in the data table.",""
