"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 25 06:42:29 GMT 2024","Wed Dec 25 06:42:35 GMT 2024","6269","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_02 - Verify thata the system validates the selected leave period.",""
"passed","Wed Dec 25 06:42:55 GMT 2024","Wed Dec 25 06:43:00 GMT 2024","5069","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_06 - Verify that the section containing Generate button can expand.",""
"passed","Wed Dec 25 06:42:35 GMT 2024","Wed Dec 25 06:42:43 GMT 2024","7440","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_03 - Verify thath the system allows report generation.",""
"passed","Wed Dec 25 06:42:18 GMT 2024","Wed Dec 25 06:42:29 GMT 2024","10889","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","Last option",""
"passed","Wed Dec 25 06:41:54 GMT 2024","Wed Dec 25 06:42:16 GMT 2024","21698","","MockProject.Tests.AccessToMyLeaveBalanceReportTest","","MockProject.Tests.AccessToMyLeaveBalanceReportTest","","TC_PAGE_01 - Verify that the user can access the Leave Entitlements and Usage Report page.",""
"passed","Wed Dec 25 06:41:54 GMT 2024","Wed Dec 25 06:42:18 GMT 2024","23619","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_01 - Verify that the data table can be enlarged.",""
"passed","Wed Dec 25 06:42:28 GMT 2024","Wed Dec 25 06:42:35 GMT 2024","6428","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_04 - Verify that the report counter matches the total number of records generated.",""
"passed","Wed Dec 25 06:42:49 GMT 2024","Wed Dec 25 06:42:55 GMT 2024","6177","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_05 - Verify that the section containing Generate button can collapse.",""
"passed","Wed Dec 25 06:42:35 GMT 2024","Wed Dec 25 06:42:42 GMT 2024","7154","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_05 - Verify that the data types in the data table are valid.",""
"failed","Wed Dec 25 06:42:42 GMT 2024","Wed Dec 25 06:43:01 GMT 2024","18938","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_06 - Verify that the deleted value of Leave Type does not show in the data table.",""
"passed","Wed Dec 25 06:43:01 GMT 2024","Wed Dec 25 06:43:12 GMT 2024","11212","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_07 - Verify that the new value of Leave Type shows in the data table.",""
"passed","Wed Dec 25 06:42:43 GMT 2024","Wed Dec 25 06:42:49 GMT 2024","6657","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_04 - Verify that the system will not generate a report with invalid period.",""
"passed","Wed Dec 25 06:42:18 GMT 2024","Wed Dec 25 06:42:28 GMT 2024","10717","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_02 - Verify that the data table can be shrunk.",""
"passed","Wed Dec 25 06:41:54 GMT 2024","Wed Dec 25 06:42:18 GMT 2024","23770","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","Second option",""
