"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jan 06 01:33:08 GMT 2025","Mon Jan 06 01:33:28 GMT 2025","20105","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_06 - Verify that the deleted value of Leave Type does not show in the data table.",""
"passed","Mon Jan 06 01:33:01 GMT 2025","Mon Jan 06 01:33:08 GMT 2025","7065","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_04 - Verify that the report counter matches the total number of records generated.",""
"passed","Mon Jan 06 01:32:29 GMT 2025","Mon Jan 06 01:32:36 GMT 2025","6681","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_02 - Verify thata the system validates the selected leave period.",""
"passed","Mon Jan 06 01:32:46 GMT 2025","Mon Jan 06 01:32:52 GMT 2025","6549","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_06 - Verify that the section containing Generate button can expand.",""
"passed","Mon Jan 06 01:31:58 GMT 2025","Mon Jan 06 01:32:29 GMT 2025","31223","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","Second option",""
"passed","Mon Jan 06 01:32:52 GMT 2025","Mon Jan 06 01:33:03 GMT 2025","10413","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_02 - Verify that the data table can be shrunk.",""
"passed","Mon Jan 06 01:32:28 GMT 2025","Mon Jan 06 01:32:38 GMT 2025","10387","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","Last option",""
"passed","Mon Jan 06 01:32:38 GMT 2025","Mon Jan 06 01:32:46 GMT 2025","7875","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_04 - Verify that the system will not generate a report with invalid period.",""
"passed","Mon Jan 06 01:32:51 GMT 2025","Mon Jan 06 01:33:01 GMT 2025","9752","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_01 - Verify that the data table can be enlarged.",""
"passed","Mon Jan 06 01:33:11 GMT 2025","Mon Jan 06 01:33:24 GMT 2025","13413","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_07 - Verify that the new value of Leave Type shows in the data table.",""
"passed","Mon Jan 06 01:31:58 GMT 2025","Mon Jan 06 01:32:28 GMT 2025","29632","","SeleniumTestFramework.Tests.AccessToMyLeaveBalanceReportTest","","SeleniumTestFramework.Tests.AccessToMyLeaveBalanceReportTest","","TC_PAGE_01 - Verify that the user can access the Leave Entitlements and Usage Report page.",""
"passed","Mon Jan 06 01:33:03 GMT 2025","Mon Jan 06 01:33:11 GMT 2025","8275","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_05 - Verify that the data types in the data table are valid.",""
"passed","Mon Jan 06 01:32:36 GMT 2025","Mon Jan 06 01:32:44 GMT 2025","8238","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_03 - Verify thath the system allows report generation.",""
"passed","Mon Jan 06 01:32:44 GMT 2025","Mon Jan 06 01:32:51 GMT 2025","7449","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_05 - Verify that the section containing Generate button can collapse.",""
