"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 25 06:29:35 GMT 2024","Wed Dec 25 06:29:43 GMT 2024","7531","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_04 - Verify that the report counter matches the total number of records generated.",""
"passed","Wed Dec 25 06:29:34 GMT 2024","Wed Dec 25 06:29:42 GMT 2024","7268","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_02 - Verify thata the system validates the selected leave period.",""
"passed","Wed Dec 25 06:30:12 GMT 2024","Wed Dec 25 06:30:25 GMT 2024","13232","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_07 - Verify that the new value of Leave Type shows in the data table.",""
"passed","Wed Dec 25 06:30:05 GMT 2024","Wed Dec 25 06:30:12 GMT 2024","6681","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_06 - Verify that the section containing Generate button can expand.",""
"failed","Wed Dec 25 06:29:51 GMT 2024","Wed Dec 25 06:30:12 GMT 2024","20727","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_06 - Verify that the deleted value of Leave Type does not show in the data table.",""
"passed","Wed Dec 25 06:29:01 GMT 2024","Wed Dec 25 06:29:24 GMT 2024","22755","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","Second option",""
"passed","Wed Dec 25 06:29:42 GMT 2024","Wed Dec 25 06:29:50 GMT 2024","8160","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_03 - Verify thath the system allows report generation.",""
"passed","Wed Dec 25 06:29:43 GMT 2024","Wed Dec 25 06:29:51 GMT 2024","8826","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_05 - Verify that the data types in the data table are valid.",""
"passed","Wed Dec 25 06:29:01 GMT 2024","Wed Dec 25 06:29:22 GMT 2024","21244","","MockProject.Tests.AccessToMyLeaveBalanceReportTest","","MockProject.Tests.AccessToMyLeaveBalanceReportTest","","TC_PAGE_01 - Verify that the user can access the Leave Entitlements and Usage Report page.",""
"passed","Wed Dec 25 06:29:57 GMT 2024","Wed Dec 25 06:30:05 GMT 2024","7909","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_05 - Verify that the section containing Generate button can collapse.",""
"passed","Wed Dec 25 06:29:01 GMT 2024","Wed Dec 25 06:29:24 GMT 2024","22823","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_01 - Verify that the data table can be enlarged.",""
"passed","Wed Dec 25 06:29:50 GMT 2024","Wed Dec 25 06:29:57 GMT 2024","7608","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_04 - Verify that the system will not generate a report with invalid period.",""
"passed","Wed Dec 25 06:29:24 GMT 2024","Wed Dec 25 06:29:35 GMT 2024","11391","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_02 - Verify that the data table can be shrunk.",""
"passed","Wed Dec 25 06:29:24 GMT 2024","Wed Dec 25 06:29:34 GMT 2024","10900","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","Last option",""
