"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 25 04:29:43 GMT 2024","Wed Dec 25 04:30:05 GMT 2024","21468","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","Second option",""
"passed","Wed Dec 25 04:30:53 GMT 2024","Wed Dec 25 04:31:07 GMT 2024","13679","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_07 - Verify that the new value of Leave Type shows in the data table.",""
"passed","Wed Dec 25 04:30:05 GMT 2024","Wed Dec 25 04:30:17 GMT 2024","11549","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_02 - Verify that the data table can be shrunk.",""
"passed","Wed Dec 25 04:30:05 GMT 2024","Wed Dec 25 04:30:16 GMT 2024","10887","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","Last option",""
"passed","Wed Dec 25 04:30:47 GMT 2024","Wed Dec 25 04:30:54 GMT 2024","6842","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_06 - Verify that the section containing Generate button can expand.",""
"passed","Wed Dec 25 04:30:40 GMT 2024","Wed Dec 25 04:30:47 GMT 2024","7522","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_05 - Verify that the section containing Generate button can collapse.",""
"passed","Wed Dec 25 04:30:16 GMT 2024","Wed Dec 25 04:30:23 GMT 2024","7478","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_02 - Verify thata the system validates the selected leave period.",""
"passed","Wed Dec 25 04:30:23 GMT 2024","Wed Dec 25 04:30:32 GMT 2024","8642","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_03 - Verify thath the system allows report generation.",""
"passed","Wed Dec 25 04:30:17 GMT 2024","Wed Dec 25 04:30:24 GMT 2024","7722","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_04 - Verify that the report counter matches the total number of records generated.",""
"passed","Wed Dec 25 04:29:43 GMT 2024","Wed Dec 25 04:30:05 GMT 2024","21695","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_01 - Verify that the data table can be enlarged.",""
"failed","Wed Dec 25 04:30:33 GMT 2024","Wed Dec 25 04:30:53 GMT 2024","20753","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_06 - Verify that the deleted value of Leave Type does not show in the data table.",""
"passed","Wed Dec 25 04:30:32 GMT 2024","Wed Dec 25 04:30:40 GMT 2024","7845","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_04 - Verify that the system will not generate a report with invalid period.",""
"passed","Wed Dec 25 04:29:43 GMT 2024","Wed Dec 25 04:30:04 GMT 2024","20304","","MockProject.Tests.AccessToMyLeaveBalanceReportTest","","MockProject.Tests.AccessToMyLeaveBalanceReportTest","","TC_PAGE_01 - Verify that the user can access the Leave Entitlements and Usage Report page.",""
"passed","Wed Dec 25 04:30:24 GMT 2024","Wed Dec 25 04:30:33 GMT 2024","8332","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_05 - Verify that the data types in the data table are valid.",""
