"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 26 01:57:15 GMT 2024","Thu Dec 26 01:57:25 GMT 2024","9345","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_02 - Verify that the data table can be shrunk.",""
"passed","Thu Dec 26 01:57:31 GMT 2024","Thu Dec 26 01:57:38 GMT 2024","7263","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_03 - Verify thath the system allows report generation.",""
"passed","Thu Dec 26 01:57:15 GMT 2024","Thu Dec 26 01:57:25 GMT 2024","9677","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","Last option",""
"passed","Thu Dec 26 01:57:25 GMT 2024","Thu Dec 26 01:57:31 GMT 2024","6538","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_04 - Verify that the report counter matches the total number of records generated.",""
"passed","Thu Dec 26 01:57:38 GMT 2024","Thu Dec 26 01:57:45 GMT 2024","6821","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_04 - Verify that the system will not generate a report with invalid period.",""
"passed","Thu Dec 26 01:57:52 GMT 2024","Thu Dec 26 01:57:57 GMT 2024","5381","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_06 - Verify that the section containing Generate button can expand.",""
"passed","Thu Dec 26 01:57:58 GMT 2024","Thu Dec 26 01:58:09 GMT 2024","11452","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_07 - Verify that the new value of Leave Type shows in the data table.",""
"passed","Thu Dec 26 01:57:02 GMT 2024","Thu Dec 26 01:57:15 GMT 2024","13335","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","Second option",""
"passed","Thu Dec 26 01:57:31 GMT 2024","Thu Dec 26 01:57:39 GMT 2024","7568","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_05 - Verify that the data types in the data table are valid.",""
"passed","Thu Dec 26 01:57:02 GMT 2024","Thu Dec 26 01:57:15 GMT 2024","13257","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_01 - Verify that the data table can be enlarged.",""
"passed","Thu Dec 26 01:57:02 GMT 2024","Thu Dec 26 01:57:14 GMT 2024","11934","","MockProject.Tests.AccessToMyLeaveBalanceReportTest","","MockProject.Tests.AccessToMyLeaveBalanceReportTest","","TC_PAGE_01 - Verify that the user can access the Leave Entitlements and Usage Report page.",""
"passed","Thu Dec 26 01:57:25 GMT 2024","Thu Dec 26 01:57:31 GMT 2024","6079","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_02 - Verify thata the system validates the selected leave period.",""
"passed","Thu Dec 26 01:57:45 GMT 2024","Thu Dec 26 01:57:52 GMT 2024","6338","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_05 - Verify that the section containing Generate button can collapse.",""
"failed","Thu Dec 26 01:57:39 GMT 2024","Thu Dec 26 01:57:58 GMT 2024","18936","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_06 - Verify that the deleted value of Leave Type does not show in the data table.",""
