"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 02 03:38:51 GMT 2025","Thu Jan 02 03:38:59 GMT 2025","8374","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_05 - Verify that the section containing Generate button can collapse.",""
"passed","Thu Jan 02 03:38:59 GMT 2025","Thu Jan 02 03:39:09 GMT 2025","9943","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_02 - Verify that the data table can be shrunk.",""
"passed","Thu Jan 02 03:38:53 GMT 2025","Thu Jan 02 03:39:01 GMT 2025","7247","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_06 - Verify that the section containing Generate button can expand.",""
"passed","Thu Jan 02 03:38:43 GMT 2025","Thu Jan 02 03:38:53 GMT 2025","10287","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_03 - Verify thath the system allows report generation.",""
"passed","Thu Jan 02 03:38:43 GMT 2025","Thu Jan 02 03:38:53 GMT 2025","10269","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_04 - Verify that the system will not generate a report with invalid period.",""
"passed","Thu Jan 02 03:38:42 GMT 2025","Thu Jan 02 03:38:51 GMT 2025","8717","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","TC_GENERATE_SECTION_02 - Verify thata the system validates the selected leave period.",""
"passed","Thu Jan 02 03:38:53 GMT 2025","Thu Jan 02 03:39:04 GMT 2025","10645","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_01 - Verify that the data table can be enlarged.",""
"passed","Thu Jan 02 03:39:01 GMT 2025","Thu Jan 02 03:39:08 GMT 2025","6989","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_04 - Verify that the report counter matches the total number of records generated.",""
"passed","Thu Jan 02 03:39:04 GMT 2025","Thu Jan 02 03:39:13 GMT 2025","8579","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_05 - Verify that the data types in the data table are valid.",""
"passed","Thu Jan 02 03:38:24 GMT 2025","Thu Jan 02 03:38:43 GMT 2025","19146","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","Second option",""
"failed","Thu Jan 02 03:39:08 GMT 2025","Thu Jan 02 03:39:27 GMT 2025","19536","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_06 - Verify that the deleted value of Leave Type does not show in the data table.",""
"passed","Thu Jan 02 03:38:24 GMT 2025","Thu Jan 02 03:38:43 GMT 2025","19256","","MockProject.Tests.GenerateReportTest","","MockProject.Tests.GenerateReportTest","","Last option",""
"passed","Thu Jan 02 03:39:09 GMT 2025","Thu Jan 02 03:39:22 GMT 2025","13246","","MockProject.Tests.ReportDataTest","","MockProject.Tests.ReportDataTest","","TC_DATA_SECTION_07 - Verify that the new value of Leave Type shows in the data table.",""
"passed","Thu Jan 02 03:38:24 GMT 2025","Thu Jan 02 03:38:42 GMT 2025","17909","","MockProject.Tests.AccessToMyLeaveBalanceReportTest","","MockProject.Tests.AccessToMyLeaveBalanceReportTest","","TC_PAGE_01 - Verify that the user can access the Leave Entitlements and Usage Report page.",""
