"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 06 01:38:47 GMT 2025","Mon Jan 06 01:38:53 GMT 2025","6952","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_04 - Verify that the report counter matches the total number of records generated.",""
"passed","Mon Jan 06 01:37:46 GMT 2025","Mon Jan 06 01:38:14 GMT 2025","28686","","SeleniumTestFramework.Tests.AccessToMyLeaveBalanceReportTest","","SeleniumTestFramework.Tests.AccessToMyLeaveBalanceReportTest","","TC_PAGE_01 - Verify that the user can access the Leave Entitlements and Usage Report page.",""
"failed","Mon Jan 06 01:38:53 GMT 2025","Mon Jan 06 01:39:12 GMT 2025","18724","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_06 - Verify that the deleted value of Leave Type does not show in the data table.",""
"passed","Mon Jan 06 01:38:37 GMT 2025","Mon Jan 06 01:38:47 GMT 2025","10371","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_02 - Verify that the data table can be shrunk.",""
"passed","Mon Jan 06 01:38:30 GMT 2025","Mon Jan 06 01:38:37 GMT 2025","6805","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_05 - Verify that the section containing Generate button can collapse.",""
"passed","Mon Jan 06 01:38:17 GMT 2025","Mon Jan 06 01:38:23 GMT 2025","5914","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_02 - Verify thata the system validates the selected leave period.",""
"passed","Mon Jan 06 01:38:24 GMT 2025","Mon Jan 06 01:38:30 GMT 2025","6842","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_04 - Verify that the system will not generate a report with invalid period.",""
"passed","Mon Jan 06 01:38:23 GMT 2025","Mon Jan 06 01:38:30 GMT 2025","7291","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_03 - Verify thath the system allows report generation.",""
"passed","Mon Jan 06 01:37:46 GMT 2025","Mon Jan 06 01:38:17 GMT 2025","30889","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","Second option",""
"passed","Mon Jan 06 01:38:56 GMT 2025","Mon Jan 06 01:39:08 GMT 2025","12028","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_07 - Verify that the new value of Leave Type shows in the data table.",""
"passed","Mon Jan 06 01:38:14 GMT 2025","Mon Jan 06 01:38:24 GMT 2025","9156","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","Last option",""
"passed","Mon Jan 06 01:38:37 GMT 2025","Mon Jan 06 01:38:47 GMT 2025","9889","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_01 - Verify that the data table can be enlarged.",""
"passed","Mon Jan 06 01:38:30 GMT 2025","Mon Jan 06 01:38:37 GMT 2025","6159","","SeleniumTestFramework.Tests.GenerateReportTest","","SeleniumTestFramework.Tests.GenerateReportTest","","TC_GENERATE_SECTION_06 - Verify that the section containing Generate button can expand.",""
"passed","Mon Jan 06 01:38:47 GMT 2025","Mon Jan 06 01:38:56 GMT 2025","8979","","SeleniumTestFramework.Tests.ReportDataTest","","SeleniumTestFramework.Tests.ReportDataTest","","TC_DATA_SECTION_05 - Verify that the data types in the data table are valid.",""
